"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PSC00914913","2004-01-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2004-01-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-01-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-01-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-01-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  109",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-01-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   41",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-01-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-01-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-01-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-01-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-01-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   99",",,Z","  300",",,Z","  244",",,Z"
"PSC00914913","2004-01-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   43",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-01-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  140",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-01-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   51",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-01-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   20",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-01-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2004-01-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-01-31","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  256",",,Z"
"PSC00914913","2004-02-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   66",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2004-02-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-02-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2004-02-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  311",",,Z","  244",",,Z"
"PSC00914913","2004-02-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2004-02-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  216",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2004-02-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-02-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   15",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-02-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   13",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-02-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  358",",,Z","  322",",,Z","  228",",,Z"
"PSC00914913","2004-02-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  165",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2004-02-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   86",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2004-02-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-02-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-02-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS"," 2035",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2004-02-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   15",",,Z","  317",",,Z","  233",",,Z"
"PSC00914913","2004-02-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-02-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   25",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-02-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  272",",,Z","  306",",,Z","  256",",,Z"
"PSC00914913","2004-02-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  191",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2004-02-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  114",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2004-02-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  104",",,Z","  311",",,Z","  250",",,Z"
"PSC00914913","2004-02-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  170",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-02-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   91",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2004-02-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   94",",,Z","  300",",,Z","  250",",,Z"
"PSC00914913","2004-02-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  196",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-02-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   86",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-02-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2004-02-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   46",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-03-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  160",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   36",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  261",",,Z"
"PSC00914913","2004-03-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  152",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-03-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  140",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-03-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   43",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2004-03-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-03-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-03-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-03-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   46",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-03-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  294",",,Z","  250",",,Z"
"PSC00914913","2004-03-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  165",",,Z","  306",",,Z","  244",",,Z"
"PSC00914913","2004-03-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  508",",,Z","  272",",,Z","  228",",,Z"
"PSC00914913","2004-03-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  328",",,Z","  300",",,Z","  250",",,Z"
"PSC00914913","2004-03-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  300",",,Z","  250",",,Z"
"PSC00914913","2004-03-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  317",",,Z","  256",",,Z"
"PSC00914913","2004-03-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  256",",,Z"
"PSC00914913","2004-03-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2004-03-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-03-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-03-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-03-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-03-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   20",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-03-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-03-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  250",",,Z"
"PSC00914913","2004-03-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  256",",,Z"
"PSC00914913","2004-03-31","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  339",",,Z","  256",",,Z"
"PSC00914913","2004-04-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  256",",,Z"
"PSC00914913","2004-04-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   10",",,Z","  333",",,Z","  250",",,Z"
"PSC00914913","2004-04-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  339",",,Z","  244",",,Z"
"PSC00914913","2004-04-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   18",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-04-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-04-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-04-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-04-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   56",",,Z","  317",",,Z","  250",",,Z"
"PSC00914913","2004-04-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   81",",,Z","  306",",,Z","  256",",,Z"
"PSC00914913","2004-04-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  213",",,Z","  294",",,Z","  261",",,Z"
"PSC00914913","2004-04-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-04-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-04-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-04-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  272",",,Z"
"PSC00914913","2004-04-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  261",",,Z"
"PSC00914913","2004-04-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-04-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  250",",,Z"
"PSC00914913","2004-04-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2004-04-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2004-04-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  244",",,Z"
"PSC00914913","2004-04-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  256",",,Z"
"PSC00914913","2004-04-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   46",",,Z","  339",",,Z","  250",",,Z"
"PSC00914913","2004-04-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   23",",,Z","  328",",,Z","  261",",,Z"
"PSC00914913","2004-04-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  226",",,Z","  294",",,Z","  256",",,Z"
"PSC00914913","2004-04-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-04-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  178",",,Z","  311",",,Z","  250",",,Z"
"PSC00914913","2004-04-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-04-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   28",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-04-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2004-04-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   23",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-05-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  371",",,Z","  289",",,Z","  244",",,Z"
"PSC00914913","2004-05-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   33",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-05-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   53",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-05-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  323",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2004-05-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-05-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-05-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   58",",,Z","  328",",,Z","  261",",,Z"
"PSC00914913","2004-05-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  282",",,Z","  333",",,Z","  256",",,Z"
"PSC00914913","2004-05-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   89",",,Z","  311",",,Z","  244",",,Z"
"PSC00914913","2004-05-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   61",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2004-05-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  318",",,Z","  300",",,Z","  239",",,Z"
"PSC00914913","2004-05-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  574",",,Z","  306",",,Z","  239",",,Z"
"PSC00914913","2004-05-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  399",",,Z","  278",",,Z","  239",",,Z"
"PSC00914913","2004-05-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  597",",,Z","  278",",,Z","  239",",,Z"
"PSC00914913","2004-05-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   30",",,Z","  300",",,Z","  233",",,Z"
"PSC00914913","2004-05-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-05-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  333",",,Z","  261",",,Z"
"PSC00914913","2004-05-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  311",",,Z","  256",",,Z"
"PSC00914913","2004-05-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2004-05-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   41",",,Z","  306",",,Z","  256",",,Z"
"PSC00914913","2004-05-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  147",",,Z","  300",",,Z","  256",",,Z"
"PSC00914913","2004-05-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  256",",,Z"
"PSC00914913","2004-05-23","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   41",",,Z","  322",",,Z","  250",",,Z"
"PSC00914913","2004-05-24","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-05-25","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  437",",,Z","  322",",,Z","  244",",,Z"
"PSC00914913","2004-05-26","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    3",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2004-05-27","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   56",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-05-28","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    8",",,Z","  328",",,Z","  244",",,Z"
"PSC00914913","2004-05-29","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   41",",,Z","  328",",,Z","  250",",,Z"
"PSC00914913","2004-05-30","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  292",",,Z","  317",",,Z","  256",",,Z"
"PSC00914913","2004-05-31","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   56",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-06-01","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  165",",,Z","  317",",,Z","  239",",,Z"
"PSC00914913","2004-06-02","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-06-03","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    0",",,Z","  322",",,Z","  261",",,Z"
"PSC00914913","2004-06-04","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   56",",,Z","  317",",,Z","  261",",,Z"
"PSC00914913","2004-06-05","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-06-06","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","    5",",,Z","  328",",,Z","  239",",,Z"
"PSC00914913","2004-06-07","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  163",",,Z","  317",",,Z","  244",",,Z"
"PSC00914913","2004-06-08","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  122",",,Z","  306",",,Z","  239",",,Z"
"PSC00914913","2004-06-09","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  104",",,Z","  322",",,Z","  239",",,Z"
"PSC00914913","2004-06-10","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  124",",,Z","  328",",,Z","  256",",,Z"
"PSC00914913","2004-06-11","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   79",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2004-06-12","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  749",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2004-06-13","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS"," 1113",",,Z","  289",",,Z","  239",",,Z"
"PSC00914913","2004-06-14","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  564",",,Z","  278",",,Z","  239",",,Z"
"PSC00914913","2004-06-15","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  848",",,Z","  283",",,Z","  239",",,Z"
"PSC00914913","2004-06-16","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  216",",,Z","  294",",,Z","  228",",,Z"
"PSC00914913","2004-06-17","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   46",",,Z","  306",",,Z","  233",",,Z"
"PSC00914913","2004-06-18","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  117",",,Z","  306",",,Z","  250",",,Z"
"PSC00914913","2004-06-19","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","   71",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2004-06-20","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  269",",,Z","  311",",,Z","  239",",,Z"
"PSC00914913","2004-06-21","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  122",",,Z","  289",",,Z","  239",",,Z"
"PSC00914913","2004-06-22","7.3014","28.1439","53.0","WEATHER SERVICE OFFICE PALAU, PW PS","  231",",,Z","  289",",,Z","  233",",,Z"
