"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"PSC00914519","1983-08-21","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0",",,0","    0","P,,0","    0","P,,0","  317",",,0","  206",",,0",,,,,"  300",",,0",,,,,,
"PSC00914519","1983-08-22","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   20",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1983-08-23","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   79",",,0","    0","P,,0","    0","P,,0","  317",",,0","  217",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1983-08-24","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0","T,,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  306",",,0",,,,,,
"PSC00914519","1983-08-25","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  180",",,0","    0","P,,0","    0","P,,0","  322",",,0","  228",",,0",,,,,"  244",",,0",,,,,,
"PSC00914519","1983-08-26","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   23",",,0","    0","P,,0","    0","P,,0","  300",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1983-08-27","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   41",",,0","    0","P,,0","    0","P,,0","  311",",,0","  233",",,0",,,,,"  250",",,0",,,,,,
"PSC00914519","1983-08-28","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  306",",,0","  233",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1983-08-29","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   97",",,0","    0","P,,0","    0","P,,0","  317",",,0","  233",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1983-08-30","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  221",",,0","    0","P,,0","    0","P,,0","  317",",,0","  222",",,0",,,,,"  261",",,0",,,,,,
"PSC00914519","1983-08-31","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   58",",,0","    0","P,,0","    0","P,,0","  294",",,0","  233",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1983-09-01","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0",",,0","  311",",,0","  222",",,0",,,,,"  289",",,0",,,,,,
"PSC00914519","1983-09-02","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  157",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1983-09-03","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   66",",,0","    0","P,,0","    0","P,,0","  333",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1983-09-04","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  306",",,0","  233",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1983-09-05","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","    0","T,,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  294",",,0",,,,,,
"PSC00914519","1983-09-06","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   76",",,0","    0","P,,0","    0","P,,0","  333",",,0","  233",",,0",,,,,"  300",",,0",,,,,,
"PSC00914519","1983-09-07","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   41",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1983-09-08","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   15",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  272",",,0",,,,,,
"PSC00914519","1983-09-09","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   20",",,0","    0","P,,0","    0","P,,0","  311",",,0","  228",",,0",,,,,"  283",",,0",,,,,,
"PSC00914519","1983-09-10","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   43",",,0","    0","P,,0","    0","P,,0","  317",",,0","  211",",,0",,,,,"  278",",,0",,,,,,
"PSC00914519","1983-09-11","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","  114",",,0","    0","P,,0","    0","P,,0","  322",",,0","  228",",,0",,,,,"  256",",,0",,,,,,
"PSC00914519","1983-09-12","7.45","134.5","31.1","NEKKEN FORESTRY, PW PS","   97",",,0","    0","P,,0","    0","P,,0","  322",",,0","  217",",,0",,,,,"  272",",,0",,,,,,
